name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"14.6689,121.0277",2025-01-30T08:00:00,25.4,25.4,19.7,70.6,0,0,,0,0,36,11,64,1013,89.7,8.2,112,0.4,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-30T09:00:00,27,29,21.4,71.59,0,0,,0,0,45.4,14.2,26,1012.7,72,12.1,254,0.9,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T10:00:00,27.8,30,21.4,68.36,0,0,,0,0,49.7,14.7,47,1012.8,74.6,12.1,348,1.3,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T11:00:00,28.9,30.5,19.7,57.76,0,0,,0,0,28.8,11,106,1012.6,89.9,8.2,431,1.6,4,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-30T12:00:00,29.1,31.5,21,61.77,0,0,,0,0,35.6,11.4,74,1012.5,78.1,12.1,281,1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T13:00:00,29.1,31.7,21.4,63.06,0,0,,0,0,37.4,14.9,27,1010.9,89,12.1,273,1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T14:00:00,29.8,31.5,19.6,54.43,0,0,,0,0,36,14.8,83,1009.6,89.1,7.3,268,1,3,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-30T15:00:00,29.3,31.2,20.2,57.95,0,0,,0,0,42.8,13.6,29,1009.9,80.9,12.1,196,0.7,2,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T16:00:00,28.3,30.6,21.1,64.73,0,0,,0,0,37.8,14.7,42,1009.9,80.7,12.1,132,0.5,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T17:00:00,27.6,29.3,20,63.39,0,0,,0,0,32.4,10.9,49,1009.7,90.1,7.3,46,0.2,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-30T18:00:00,27.5,30,22,71.94,0,0,,0,0,40,9.1,86,1010.5,89.2,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T19:00:00,26.8,28.8,21.8,74.4,0,0,,0,0,37.1,8.7,225,1011.1,81.3,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T20:00:00,26.1,26.1,20.2,69.91,0,0,,0,0,32.8,7,4,1011.3,90.8,7.2,0,0,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-30T21:00:00,25.8,25.8,22.7,83.24,0,0,,0,0,28.4,5.1,154,1012.1,81.3,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T22:00:00,25.8,25.8,24,89.36,0,0,,0,0,24.1,4.7,244,1012,99.7,18.5,0,0,0,,Overcast,cloudy,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-30T23:00:00,25.6,25.6,21.1,76.12,0.021,100,rain,0,0,19.1,3.5,360,1011.5,90.6,8.2,0,0,0,,"Rain, Overcast",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-31T00:00:00,25.9,25.9,22.9,83.43,0,0,,0,0,17.6,3.8,340,1011,89,10,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T01:00:00,26.9,30.5,25.3,90.89,0,0,,0,0,30.2,7.8,340,1011.4,70.1,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T02:00:00,24.1,24.1,22.2,89,0.015,100,rain,0,0,18.7,4.2,39,1010.1,90.8,7,0,0,0,,"Rain, Overcast",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-31T03:00:00,25.9,25.9,21.8,78.25,0,0,,0,0,17.6,8.2,329,1010.1,78.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T04:00:00,26.9,30.5,25.3,91,0,0,,0,0,18,6,228,1010.5,70.1,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T05:00:00,23.6,23.6,22.4,93.03,0.007,100,rain,0,0,16.9,4.2,37,1009.8,89.5,7.2,0,0,0,,"Rain, Partially cloudy",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-31T06:00:00,25.9,25.9,25.1,95.21,0,0,,0,0,15.5,13.1,340,1011.3,70.1,16.2,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T07:00:00,26,26,24.4,90.84,0,0,,0,0,14,9.5,336,1009.9,83.5,9.8,37,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T08:00:00,24.1,24.1,22,87.89,0,0,,0,0,15.8,7.2,39,1011.9,89.1,7,59,0.2,1,,Partially cloudy,partly-cloudy-day,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-31T09:00:00,26.2,26.2,24.5,90.63,0,0,,0,0,16.9,7.7,234,1011.8,100,9.8,242,0.9,2,,Overcast,cloudy,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T10:00:00,27,30.3,24.5,86.52,0,0,,0,0,18.7,7.8,296,1011.5,70.1,9.8,335,1.2,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T11:00:00,28.8,32.2,22.7,69.89,0,0,,0,0,23.8,4.1,191,1010.9,98.9,7.1,364,1.3,4,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-31T12:00:00,25.3,25.3,22.3,83.54,0,0,,0,0,38.9,23.9,95,1011.7,86.6,10.6,14,0.1,0,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T13:00:00,28.8,32,22.4,68.36,0,0,,0,0,31.7,19.6,76,1010.9,89,12.1,348,1.3,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T14:00:00,30,32,20.2,55.95,0.593,100,rain,0,0,28.8,10.8,155,1008.6,79.3,8.2,487,1.8,5,,"Rain, Partially cloudy",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-31T15:00:00,29.2,32.2,21.8,64.21,0,0,,0,0,22.7,19.1,65,1009.1,78.3,12.1,305,1.1,3,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T16:00:00,29,32,21.9,65.43,0,0,,0,0,16.9,21.4,69,1009.1,78.1,12.1,95,0.3,1,,Partially cloudy,partly-cloudy-day,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T17:00:00,29.7,32.3,21.1,60.01,0.001,100,rain,0,0,17.3,11.3,203,1008.7,80.6,8.2,26,0.1,0,,"Rain, Partially cloudy",rain,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-31T18:00:00,27.3,30.4,23.4,79.31,0,0,,0,0,15.5,19.5,87,1009.9,68.9,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T19:00:00,27.3,29.9,22.6,75.71,0,0,,0,0,13.7,18.7,80,1009.9,68.9,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T20:00:00,28.1,30.5,21.5,67.47,0,0,,0,0,11.9,4.1,154,1010.2,99,7.3,0,0,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.6689,121.0277",2025-01-31T21:00:00,27.3,30.3,23.4,79.4,0,0,,0,0,9.7,12.4,77,1011.7,68.9,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T22:00:00,26.7,29.4,23.6,82.99,0,0,,0,0,13,9.6,69,1011.9,70.1,12.1,0,0,0,,Partially cloudy,partly-cloudy-night,"98429099999,C6CX3,98327099999,RPLL,E0758"
"14.6689,121.0277",2025-01-31T23:00:00,26.8,28.9,21.9,74.5,0,0,,0,0,13.7,3.9,53,1010.9,98.7,8.2,0,0,0,,Overcast,cloudy,"98429099999,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
