name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"14.65, 121.05",2023-01-01,31.9,24.5,27.8,34.6,24.5,29.8,22.7,74.8,2,100,4.17,rain,0,0,15.8,33.5,47.2,1012.7,73.1,10.4,137.6,11.8,7,10,2023-01-01T06:20:54,2023-01-01T17:37:24,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,C6CX3,98327099999,98428099999,RPLL,98430099999,remote,98433099999,E0758,98425099999"
"14.65, 121.05",2023-01-02,31.8,24.2,27.6,36.5,24.2,29.6,23.2,78.1,3,100,4.17,rain,0,0,38.5,14.8,37.7,1012.5,64.6,9.3,94.8,8.2,5,10,2023-01-02T06:21:16,2023-01-02T17:37:58,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98432099999,98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
"14.65, 121.05",2023-01-03,29,24.4,26,33.6,24.4,27,23.8,88,25.5,100,16.67,rain,0,0,61.2,14.8,27.8,1011.9,90.7,8.6,68.3,5.8,3,10,2023-01-03T06:21:38,2023-01-03T17:38:33,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
"14.65, 121.05",2023-01-04,29,23.7,26.1,32,23.7,27,22.1,79.9,4,100,4.17,rain,0,0,61.2,18.4,33.1,1011.6,86.6,9.2,57.3,5,3,10,2023-01-04T06:21:58,2023-01-04T17:39:08,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"98429099999,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
"14.65, 121.05",2023-01-05,26,23.3,24.5,26,23.3,24.5,23,91.5,20.6,100,20.83,rain,0,0,47.5,15.9,348.5,1012.3,93.1,8.2,33.9,2.8,1,10,2023-01-05T06:22:18,2023-01-05T17:39:43,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
"14.65, 121.05",2023-01-06,28.3,23.7,25.6,32.8,23.7,26.1,23.3,87.9,46.7,100,8.33,rain,0,0,32.4,15.2,54.4,1013.1,89.4,8.3,88.6,7.5,4,10,2023-01-06T06:22:36,2023-01-06T17:40:18,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
"14.65, 121.05",2023-01-07,30,23.4,26.5,31.3,23.4,27.1,20.1,68.9,0.457,100,4.17,rain,0,0,36,24,80.9,1013,56.5,9.6,100.8,8.9,5,10,2023-01-07T06:22:54,2023-01-07T17:40:53,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98432099999,98429099999,C6CX3,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
"14.65, 121.05",2023-01-08,28,22.2,25.6,30.1,22.2,26.3,19.7,70.3,0,0,0,rain,0,0,28.8,24.1,90.4,1014.4,56.8,9.9,58.2,5,2,10,2023-01-08T06:23:10,2023-01-08T17:41:28,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,C6CX3,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
"14.65, 121.05",2023-01-09,29,22.1,25.7,30.8,22.1,26.3,20.1,71.8,0,0,0,,0,0,23.4,18.3,86.9,1013.9,62.1,9.5,91.8,7.9,5,10,2023-01-09T06:23:26,2023-01-09T17:42:03,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
"14.65, 121.05",2023-01-10,29.8,21.9,26,31.4,21.9,26.6,20.5,72.4,0,0,0,,0,0,16.9,14.8,99.3,1012.3,74.9,9.1,96.5,8.4,4,10,2023-01-10T06:23:41,2023-01-10T17:42:38,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
"14.65, 121.05",2023-01-11,30.1,23.1,26.5,32,23.1,27.2,20.6,70.9,0,0,0,,0,0,21.6,16.9,68,1011.8,72.9,9.6,107.5,9.2,6,10,2023-01-11T06:23:54,2023-01-11T17:43:13,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
"14.65, 121.05",2023-01-12,31,22.1,26.5,33.5,22.1,27.3,20.3,69.7,0,0,0,,0,0,32.8,20.3,83.1,1011.8,58.8,9.4,191.8,16.4,8,10,2023-01-12T06:24:07,2023-01-12T17:43:48,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,98327099999,98428099999,RPLL,98430099999,F0027,98433099999,98425099999"
"14.65, 121.05",2023-01-13,30.3,22.7,26.5,33.3,22.7,27.5,21.5,74.8,0,0,0,,0,0,24.5,12.8,106.9,1010.7,57.7,9.5,102,8.9,4,10,2023-01-13T06:24:18,2023-01-13T17:44:23,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,C6CX3,98327099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
