name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"14.65, 121.05",2024-01-01,32.9,23.9,28.2,40.3,23.9,31.5,24,78.9,6,100,4.17,rain,0,0,29.5,16.2,104.1,1011.5,49.2,8.5,70.9,6.2,5,10,2024-01-01T06:20:49,2024-01-01T17:37:16,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.65, 121.05",2024-01-02,32,24.1,27.9,40.5,24.1,31.2,23.9,79.5,0,0,0,rain,0,0,15.1,12.8,119.2,1011,68.9,9.3,92.8,8,5,10,2024-01-02T06:21:11,2024-01-02T17:37:50,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.65, 121.05",2024-01-03,32,23.9,28.4,37.9,23.9,31.9,23.9,77.1,0,0,0,rain,0,0,11.5,12.8,93,1010.9,61.1,9.2,109,9.5,5,10,2024-01-03T06:21:33,2024-01-03T17:38:25,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.65, 121.05",2024-01-04,32,25.7,28.5,36.7,25.7,31.4,23.1,73.4,0,0,0,,0,0,39.6,17.8,42.7,1011.7,58.2,9.5,123.2,10.7,7,10,2024-01-04T06:21:54,2024-01-04T17:39:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.65, 121.05",2024-01-05,31,24.2,27.8,35.4,24.2,29.9,22.2,72.3,0,0,0,rain,0,0,39.6,16.1,83.5,1013.3,57.1,9.2,72.7,6.4,4,10,2024-01-05T06:22:13,2024-01-05T17:39:35,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.65, 121.05",2024-01-06,32,22.7,27.7,35.7,22.7,29.5,21.7,70.8,0,0,0,,0,0,36,13.2,133.7,1013.4,43.5,9.3,136.3,11.8,6,10,2024-01-06T06:22:32,2024-01-06T17:40:10,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.65, 121.05",2024-01-07,31.9,23.9,27.8,34.8,23.9,29.5,21.3,69,0,0,0,,0,0,39.6,20,102.5,1013.8,50.3,9.2,94.2,8.1,6,10,2024-01-07T06:22:50,2024-01-07T17:40:45,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.65, 121.05",2024-01-08,32,22.4,27.6,36.7,22.4,29.7,22,72.4,0,0,0,,0,0,39.6,21.8,98.6,1013.1,51.9,9.3,83.4,7.2,4,10,2024-01-08T06:23:07,2024-01-08T17:41:20,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.65, 121.05",2024-01-09,31.9,24.9,27.7,37.8,24.9,30.6,23.6,78.9,0.2,100,4.17,rain,0,0,13.7,12.6,78.3,1012.2,67.7,9.5,85.8,7.5,6,10,2024-01-09T06:23:23,2024-01-09T17:41:55,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
"14.65, 121.05",2024-01-10,32,23.7,28.2,39,23.7,31.5,24.1,78.9,0,0,0,,0,0,33.5,18.1,323.2,1011.1,58.1,9.5,135.8,11.7,6,10,2024-01-10T06:23:38,2024-01-10T17:42:30,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999"
